,address,city,n_reviews,number_restaurants,rating,restaurant_link,restaurant_name,restaurant_number
304,"Culver City
3816 Sepulveda Blvd
Culver City, CA 90230
(310) 397-4119",Marina del Rey,84,1096,2.5,https://www.yelp.com/biz/carls-jr-culver-city,Carls jr,981
305,"Serving Los Angeles and the Surrounding Area
(310) 844-3237",Marina del Rey,4,1096,4.0,https://www.yelp.com/biz/chicken-and-waffle-factory-los-angeles,Chicken and Waffle Factory,191
306,"120 Broadway
Santa Monica, CA 90401
(424) 999-4594",Marina del Rey,173,1096,4.5,https://www.yelp.com/biz/kazunori-the-original-hand-roll-bar-santa-monica,KazuNori: The Original Hand Roll Bar,391
307,"Downtown
73 Monroe Ave
Memphis, TN 38103
(901) 275-8752",Memphis,238,957,4.0,https://www.yelp.com/biz/bardog-tavern-memphis,Bardog Tavern,228
308,"Berclair
4509 Summer Ave
Memphis, TN 38122",Memphis,15,957,4.5,https://www.yelp.com/biz/caiman-memphis,Caiman,428
309,"Chickasaw Oaks
3482 Plaza Ave
Memphis, TN 38111
(901) 452-6009",Memphis,27,957,2.5,https://www.yelp.com/biz/mcalisters-deli-memphis-2,McAlister’s Deli,628
310,"1155 S Bellevue Blvd
Memphis, TN 38104
(901) 775-1190",Memphis,2,957,1.0,https://www.yelp.com/biz/churchs-chicken-memphis-17,Church’s Chicken,828
311,"Frayser
3275 Thomas St
Memphis, TN 38127
(901) 354-0178",Memphis,1,957,1.0,https://www.yelp.com/biz/wendys-memphis-34,Wendy’s,71
312,"1509 Main St
Redwood City, CA 94063
(650) 421-1781",Menlo Park,7,1227,2.5,https://www.yelp.com/biz/panaderia-y-restaurante-guatemalteca-redwood-city,Panaderia Y Restaurante Guatemalteca,37
313,"3387 Middlefield Rd
Menlo Park, CA 94025
(650) 549-8016",Menlo Park,8,1227,4.5,https://www.yelp.com/biz/tacos-el-fogon-menlo-park,Tacos El Fogon,237
314,"135 El Camino Real
San Carlos, CA 94070
(650) 594-2840",Menlo Park,1087,1227,4.5,https://www.yelp.com/biz/kabul-afghan-cuisine-san-carlos,Kabul Afghan Cuisine,437
315,"2464 W El Camino Real
Mountain View, CA 94040
(650) 961-6888",Menlo Park,310,1227,4.5,https://www.yelp.com/biz/veggie-garden-mountain-view,Veggie Garden,637
316,"Serving Belmont and the Surrounding Area
(650) 336-5664",Menlo Park,165,1227,3.5,https://www.yelp.com/biz/hongry-kong-belmont-2,Hongry Kong,837
317,"140 SE 1st Ave
Miami, FL 33131
(305) 577-4414",Miami,13,4124,4.5,https://www.yelp.com/biz/delirio-peruvian-fusion-miami-5,Delirio Peruvian Fusion,718
318,"Brickell
35 SE 6th St
Miami, FL 33131
(305) 424-9593",Miami,43,4124,3.5,https://www.yelp.com/biz/hibachi-grill-and-noodle-bar-miami-2,Hibachi Grill & Noodle Bar,918
319,"5001 NW 36th St
Miami Springs, FL 33166
(305) 888-6022",Miami,197,4124,4.0,https://www.yelp.com/biz/toms-nfl-club-miami-springs,Tom’s NFL Club,128
320,"Brickell
Located in Brickell City Centre
(786) 347-5368",Miami,501,4124,3.0,https://www.yelp.com/biz/tacology-miami,Tacology,328
321,"Shorecrest
1071 NE 79th St
Miami, FL 33138
(305) 381-0946",Miami,166,4124,4.0,https://www.yelp.com/biz/tap79-gastropub-and-craft-beer-bar-miami-2,Tap79 Gastropub & Craft Beer Bar,528
322,"328 Crandon Blvd
Key Biscayne, FL 33149
(305) 361-2224",Miami Beach,65,6194,4.0,https://www.yelp.com/biz/tutto-pizza-and-pasta-key-biscayne,Tutto Pizza & Pasta,887
323,"Wynwood
111 NE 20th St
Miami, FL 33137
(786) 493-7537",Miami Beach,30,6194,4.5,https://www.yelp.com/biz/mr-wrights-golddigger-saloon-miami,Mr Wright’s Golddigger Saloon,97
324,"1515 Washington Ave
Miami Beach, FL 33139
(305) 538-1551",Miami Beach,412,6194,4.0,https://www.yelp.com/biz/playa-cafe-miami-beach-2,Playa Cafe,297
325,"Little Haiti
5556 NE 4th Ct
Miami, FL 33137
(305) 759-3117",Miami Beach,548,6194,4.0,https://www.yelp.com/biz/soyka-miami,Soyka,497
326,"Wynwood
143 NW 23rd St
Miami, FL 33127
(305) 768-9826",Miami Beach,271,6194,4.0,https://www.yelp.com/biz/1-800-lucky-miami-2,1-800-Lucky,697
327,"770 Tamalpais Dr
Corte Madera, CA 94925
(415) 945-0500",Mill Valley,7,502,3.5,https://www.yelp.com/biz/il-fornaio-corporate-offices-corte-madera,Il Fornaio Corporate Offices,483
328,"916B St
San Rafael, CA 94901",Mill Valley,0,502,-1.0,https://www.yelp.com/biz/pas-san-rafael-2,Pa’s,181
329,"107 Bolinas Rd
Fairfax, CA 94930
(415) 258-4520",Mill Valley,271,502,4.5,https://www.yelp.com/biz/sorella-caffe-fairfax,Sorella Caffe,381
330,"Located in San Francisco International Airport -SFO
(650) 821-7400",Millbrae,24,470,3.0,https://www.yelp.com/biz/loris-diner-san-francisco-11,Lori’s Diner,464
331,"1177 Airport Blvd
Burlingame, CA 94010
(650) 342-9200",Millbrae,0,470,-1.0,https://www.yelp.com/biz/terrace-restaurant-burlingame,Terrace Restaurant,194
332,"1160 Capuchino Ave
Burlingame, CA 94010
(650) 348-7298",Millbrae,233,470,4.5,https://www.yelp.com/biz/que-seraw-seraw-burlingame-3,Que SeRaw SeRaw,394
333,"North Valley
1698 Hostetter Rd
San Jose, CA 95131
(408) 453-2006",Milpitas,257,1464,3.5,https://www.yelp.com/biz/kim-tar-restaurant-san-jose-2,Kim Tar Restaurant,543
334,"2341 El Camino Real
Santa Clara, CA 95050
(408) 216-0954",Milpitas,60,1464,4.0,https://www.yelp.com/biz/garcias-taqueria-santa-clara,Garcias Taqueria,743
335,"1795 Scott Blvd
Santa Clara, CA 95050
(408) 706-1802",Milpitas,24,1464,4.5,https://www.yelp.com/biz/mexcal-traditional-mexican-food-santa-clara,MexCal Traditional Mexican Food,943
336,"East San Jose
Story Rd & Kollmar Dr
San Jose, CA 95127",Milpitas,29,1464,4.0,https://www.yelp.com/biz/tacos-peralta-san-jose,Tacos Peralta,153
337,"76 S Abel St
Milpitas, CA 95035
(408) 262-9439",Milpitas,241,1464,3.0,https://www.yelp.com/biz/taste-good-beijing-cuisine-milpitas,Taste Good Beijing Cuisine,353
338,"Downtown, Westown, Bronzeville
1009 N Old World 3rd St
Milwaukee, WI 53203
(414) 226-2728",Milwaukee,216,1742,4.0,https://www.yelp.com/biz/old-german-beer-hall-milwaukee,Old German Beer Hall,352
339,"East Town, Downtown
777 E Wisconsin Ave
Milwaukee, WI 53202
(414) 287-0303",Milwaukee,18,1742,3.5,https://www.yelp.com/biz/downtown-kitchen-milwaukee-5,Downtown Kitchen,552
340,"5740 108th St
Hales Corners, WI 53130
(414) 367-2983",Milwaukee,59,1742,4.5,https://www.yelp.com/biz/pho-ever-hales-corners,PHO EVER,752
341,"2149 Miller Park Way
West Milwaukee, WI 53219
(414) 384-4227",Milwaukee,64,1742,3.0,https://www.yelp.com/biz/dickeys-barbecue-pit-west-milwaukee,Dickey’s Barbecue Pit,952
342,"University Hill, Avenues West, Westown
804 N 16th St
Milwaukee, WI 53233
(414) 288-7610",Milwaukee,2,1742,2.5,https://www.yelp.com/biz/wow-caf%C3%A9-milwaukee,WOW Café,162
343,"4300 Glumack Dr
Saint Paul, MN 55111
(651) 432-0796",Minneapolis,38,2249,4.5,https://www.yelp.com/biz/lake-wine-kitchen-bar-saint-paul-3,Lake Wine Kitchen + Bar,869
344,"Downtown Minneapolis
625 4th Ave S
Minneapolis, MN 55415",Minneapolis,2,2249,4.0,https://www.yelp.com/biz/thrivent-cafe-minneapolis,Thrivent Cafe,79
345,"University
817 Washington Ave SE
Minneapolis, MN 55414
(612) 379-9999",Minneapolis,53,2249,4.5,https://www.yelp.com/biz/sidewalk-kitchen-minneapolis,Sidewalk Kitchen,279
346,"University
507 14th Ave SE
Minneapolis, MN 55414
(612) 886-3855",Minneapolis,81,2249,4.0,https://www.yelp.com/biz/lepot-chinese-hotpot-minneapolis-2,Lepot Chinese Hotpot,479
347,"Downtown Minneapolis
607 Washington Ave S
Minneapolis, MN 55415
(612) 338-6451",Minneapolis,138,2249,2.5,https://www.yelp.com/biz/sawatdee-minneapolis-3,Sawatdee,679
348,"635 Cass St
Monterey, CA 93940
(831) 324-4260",Monterey,465,517,3.5,https://www.yelp.com/biz/lopez-restaurante-y-cantina-monterey,Lopez Restaurante Y Cantina,318
349,"6th Ave & Dolores St
Carmel, CA 93923
(831) 624-5007",Monterey,236,517,4.0,https://www.yelp.com/biz/little-swiss-cafe-carmel-2,Little Swiss Cafe,1
350,"39 Fishermans Wharf
Monterey, CA 93940
(831) 375-4604",Monterey,3783,517,4.0,https://www.yelp.com/biz/old-fishermans-grotto-monterey,Old Fisherman’s Grotto,201
351,"233 State St
Los Altos, CA 94022
(650) 397-5614",Mountain View,212,4716,4.5,https://www.yelp.com/biz/urfa-bistro-los-altos,Urfa Bistro,248
352,"75 Arbor Rd
Menlo Park, CA 94025
(650) 838-9002",Mountain View,4,4716,5.0,https://www.yelp.com/biz/cafe-wisteria-menlo-park,Cafe Wisteria,448
353,"Downtown
856 N 13th St
San Jose, CA 95112
(408) 418-3180",Mountain View,104,4716,4.5,https://www.yelp.com/biz/mesquite-and-oak-san-jose,Mesquite and Oak,648
354,"3450 El Camino Real
Santa Clara, CA 95051
(408) 261-3030",Mountain View,1049,4716,4.0,https://www.yelp.com/biz/sgd-tofu-house-santa-clara,SGD Tofu House,848
355,"5855 Jarvis Ave
Newark, CA 94560
(510) 742-2500",Mountain View,180,4716,4.0,https://www.yelp.com/biz/sizzle-spot-newark,Sizzle Spot,58
356,"2840 Soscol Ave
Napa, CA 94558
(707) 255-4522",Napa,3,483,2.5,https://www.yelp.com/biz/elks-restaurant-of-napa-napa-elks-restaurant-napa,Elks Restaurant of Napa Napa Elks Restaurant,112
357,"1650 Soscol Ave
Napa, CA 94559
(707) 690-9381",Napa,5,483,5.0,https://www.yelp.com/biz/kitchen-collective-napa,Kitchen Collective,312
358,"5184 Sonoma Blvd
Vallejo, CA 94589
(707) 731-9424",Napa,203,483,3.5,https://www.yelp.com/biz/sushi-grill-vallejo,Sushi Grill,29
359,"3124 S Rt 59
Naperville, IL 60564
(630) 946-0600",Naperville,115,2172,3.5,https://www.yelp.com/biz/francescas-passaggio-naperville,Francesca’s Passaggio,259
360,"311 E Loop Rd
Wheaton, IL 60187
(630) 871-1030",Naperville,246,2172,3.0,https://www.yelp.com/biz/cozymels-mexican-grill-wheaton,Cozymel’s Mexican Grill,459
361,"10 W State St
North Aurora, IL 60542
(630) 892-4400",Naperville,212,2172,4.0,https://www.yelp.com/biz/harners-bakery-and-restaurant-north-aurora,Harner’s Bakery And Restaurant,659
362,"17W635 Roosevelt Rd
Oakbrook Terrace, IL 60181
(630) 468-2606",Naperville,223,2172,4.0,https://www.yelp.com/biz/i-dream-of-falafel-oakbrook-terrace,I Dream Of Falafel,859
363,"29 Boulder Hill Pass
Montgomery, IL 60538
(630) 892-0231",Naperville,16,2172,4.0,https://www.yelp.com/biz/select-restaurant-montgomery,Select Restaurant,69
364,"Hillsboro West End
3415 W End Ave
Nashville, TN 37203
(615) 463-3005",Nashville,317,1862,4.0,https://www.yelp.com/biz/woodlands-indian-vegetarian-cuisine-nashville-2,Woodlands Indian Vegetarian Cuisine,601
365,"Sylvan Park
5337 Charlotte Ave
Nashville, TN 37209
(615) 424-4242",Nashville,18,1862,4.5,https://www.yelp.com/biz/greek-gyro-mediterranean-grill-nashville-2,Greek Gyro Mediterranean Grill,801
366,"South Nashville
2521 Nolensville Pike
Nashville, TN 37211
(615) 242-6664",Nashville,22,1862,4.0,https://www.yelp.com/biz/dunya-kabab-restaurant-nashville,Dunya Kabab Restaurant,11
367,"Midtown, Music Row
202 21st Ave S
Nashville, TN 37203
(615) 925-3362",Nashville,86,1862,4.5,https://www.yelp.com/biz/nada-nashville,Nada,211
368,"Donelson
457 Donelson Pike
Nashville, TN 37214
(615) 401-9150",Nashville,67,1862,4.5,https://www.yelp.com/biz/sindoore-indian-by-nature-nashville,Sindoore - Indian By Nature,411
369,"240 Boston Post Rd
Orange, CT 06477
(203) 799-6919",New Haven,19,971,3.0,https://www.yelp.com/biz/duchess-family-restaurant-of-orange-orange,Duchess Family Restaurant of Orange,838
370,"1306 State St
New Haven, CT 06511
(203) 624-0449",New Haven,1,971,3.0,https://www.yelp.com/biz/arelys-restaurant-and-take-out-new-haven,Arely’s Restaurant & Take Out,67
371,"501 Long Wharf Dr
New Haven, CT 06511
(203) 691-6619",New Haven,237,971,3.0,https://www.yelp.com/biz/lenny-and-joes-fish-tale-new-haven,Lenny & Joe’s Fish Tale,267
372,"990 W Main St
Branford, CT 06405
(203) 481-9990",New Haven,66,971,4.0,https://www.yelp.com/biz/lo-monacos-branford,Lo Monaco’s,467
373,"778 Boston Post Rd
West Haven, CT 06516
(203) 931-8465",New Haven,5,971,4.5,https://www.yelp.com/biz/golden-dragon-west-haven,Golden Dragon,667
374,"French Quarter
777 Bienville St
New Orleans, LA 70130
(504) 553-2277",New Orleans,875,2773,4.5,https://www.yelp.com/biz/restaurant-revolution-new-orleans-3,Restaurant R’evolution,220
375,"428 Jefferson Hwy
New Orleans, LA 70121
(504) 833-2722",New Orleans,306,2773,4.5,https://www.yelp.com/biz/crabby-jacks-new-orleans,Crabby Jack’s,420
376,"Bayou St. John
1201 N Broad St
New Orleans, LA 70119
(504) 482-9092",New Orleans,19,2773,4.5,https://www.yelp.com/biz/orchid-seafood-new-orleans,Orchid Seafood,620
377,"Warehouse District, Lower Garden District
1128 Tchoupitoulas St
New Orleans, LA 70130
(504) 558-0900",New Orleans,56,2773,4.0,https://www.yelp.com/biz/dinos-bar-and-grill-new-orleans,Dino’s Bar & Grill,820
378,"16 W Airline Hwy
Kenner, LA 70062
(504) 405-0375",New Orleans,73,2773,5.0,https://www.yelp.com/biz/nolanica-kenner,NolaNica,30
379,"Theater District, Hell's Kitchen, Midtown West
772 9th Ave
New York, NY 10019
(212) 757-9393",New York,437,24445,4.5,https://www.yelp.com/biz/k-rico-new-york,K Rico,64
380,"Flatiron
88 Madison Ave
New York, NY 10016
(212) 691-0555",New York,1605,24445,4.0,https://www.yelp.com/biz/scarpetta-new-york,Scarpetta,264
381,"Midtown West
34 W 35th St
New York, NY 10001
(212) 564-4430",New York,812,24445,4.0,https://www.yelp.com/biz/barn-joo-35-new-york,Barn Joo 35,464
382,"Chelsea
463 W 24th St
New York, NY 10001
(212) 645-5660",New York,190,24445,4.5,https://www.yelp.com/biz/rocket-pig-new-york,Rocket Pig,664
383,"Little Italy
163 Mulberry St
New York, NY 10013
(212) 775-8484",New York,266,24445,4.0,https://www.yelp.com/biz/la-bella-vita-new-york,La Bella Vita,864
384,"1969 Harbor Blvd
Costa Mesa, CA 92627
(949) 646-3484",Newport Beach,287,5426,4.0,https://www.yelp.com/biz/pasta-connection-costa-mesa,Pasta Connection,791
385,"36 Plaza Sq
Orange, CA 92866
(714) 633-5842",Newport Beach,1665,5426,4.0,https://www.yelp.com/biz/felix-continental-caf%C3%A9-orange-2,Felix Continental Café,1
386,"209 1/2 Palm St
Newport Beach, CA 92661
(949) 675-3620",Newport Beach,492,5426,4.5,https://www.yelp.com/biz/patty-macs-newport-beach,Patty Macs,201
387,"1830 Main St
Irvine, CA 92614
(949) 222-9910",Newport Beach,1564,5426,4.0,https://www.yelp.com/biz/agora-churrascaria-irvine,Agora Churrascaria,401
388,"2394 Newport Blvd
Costa Mesa, CA 92627
(949) 287-6785",Newport Beach,192,5426,4.5,https://www.yelp.com/biz/wok-in-costa-mesa,Wok-In,601
389,"Temescal, North Oakland
4828 Telegraph Ave
Oakland, CA 94609",Oakland,7,7893,4.0,https://www.yelp.com/biz/nokni-oakland,Nokni,474
390,"Mission
1199 Valencia St
San Francisco, CA 94110
(415) 695-1199",Oakland,3217,7893,4.0,https://www.yelp.com/biz/beretta-san-francisco,Beretta,674
391,"Nob Hill
1722 Sacramento St
San Francisco, CA 94109
(415) 567-5432",Oakland,983,7893,4.5,https://www.yelp.com/biz/acquerello-san-francisco,Acquerello,874
392,"1650 Park St
Alameda, CA 94501
(510) 239-4059",Oakland,121,7893,4.0,https://www.yelp.com/biz/greens-and-grains-alameda,Greens & Grains,84
393,"North Oakland
942 Stanford Ave
Oakland, CA 94608
(510) 808-7519",Oakland,123,7893,4.5,https://www.yelp.com/biz/sideshow-kitchen-oakland,Sideshow Kitchen,284
394,"3533 E Chapman Ave
Orange, CA 92869
(714) 633-3922",Orange County,521,4602,4.0,https://www.yelp.com/biz/taco-mesa-orange,Taco Mesa,19
395,"633 Anton Blvd
Costa Mesa, CA 92626
(714) 546-7405",Orange County,2819,4602,4.0,https://www.yelp.com/biz/mastros-steakhouse-costa-mesa-2,Mastro’s Steakhouse,219
396,"Located in Disneyland Park
(714) 781-3463",Orange County,2926,4602,4.0,https://www.yelp.com/biz/blue-bayou-restaurant-anaheim-3,Blue Bayou Restaurant,419
397,"1215 Baker St
Costa Mesa, CA 92626
(714) 852-3772",Orange County,343,4602,4.5,https://www.yelp.com/biz/the-straw-modern-milkshakes-costa-mesa-3,The Straw: Modern Milkshakes,619
398,"3751 S Harbor Blvd
Santa Ana, CA 92704
(714) 540-2700",Orange County,272,4602,4.0,https://www.yelp.com/biz/tommy-pastrami-new-york-delicatessen-santa-ana-2,Tommy Pastrami New York Delicatessen,819
399,"7350 Narcoossee Rd
Orlando, FL 32822
(407) 601-8575",Orlando,9,2495,3.5,https://www.yelp.com/biz/787-mofongo-orlando-4,787 Mofongo,685
400,"South John Young
4008 Orange Blossom Trl
Orlando, FL 32839
(407) 648-4889",Orlando,24,2495,4.0,https://www.yelp.com/biz/los-dos-amigos-orlando,Los Dos Amigos,885
401,"South Orange Blossom Trail / OBT
10471-10495 S Orange Blossom Trl
Orlando, FL 32837
(407) 300-0791",Orlando,10,2495,4.5,https://www.yelp.com/biz/munchies-boricuas-orlando-2,Munchie’s Boricuas,95
402,"South Orange Blossom Trail / OBT
9785 C Orange Blossom Trl
Orlando, FL 32837
(407) 601-1542",Orlando,179,2495,4.5,https://www.yelp.com/biz/tacos-express-florida-orlando-2,Tacos Express Florida,295
403,"South Orange Blossom Trail / OBT
8204 Crystal Clear Ln
Orlando, FL 32809
(407) 704-4014",Orlando,44,2495,4.5,https://www.yelp.com/biz/memories-of-peru-pollos-a-la-brasa-orlando-9,Memories of Peru Pollos a La Brasa,495
404,"855 W El Camino Real
Mountain View, CA 94040
(650) 988-8820",Palo Alto,244,1160,3.5,https://www.yelp.com/biz/chef-xiu-mountain-view,Chef Xiu,848
405,"Serving Oakland and the Surrounding Area
(510) 816-1753",Palo Alto,117,1160,4.0,https://www.yelp.com/biz/opies-gsb-truck-oakland-3,Opie’s GSB Truck,58
406,"1143 Crane St
Menlo Park, CA 94025
(650) 319-8197",Palo Alto,609,1160,4.0,https://www.yelp.com/biz/the-refuge-menlo-park,The Refuge,258
407,"142 Castro St
Mountain View, CA 94041
(650) 584-3947",Palo Alto,572,1160,4.0,https://www.yelp.com/biz/asian-box-mountain-view,Asian Box,458
408,"4290 El Camino Real
Palo Alto, CA 94306
(650) 628-0145",Palo Alto,22,1160,3.5,https://www.yelp.com/biz/4290-bistro-and-bar-palo-alto,4290 Bistro & Bar,658
409,"Pasadena
37 S Fair Oaks Ave
Pasadena, CA 91105
(626) 584-0268",Pasadena,550,2277,4.0,https://www.yelp.com/biz/green-earth-vegan-cuisine-pasadena,Green Earth Vegan Cuisine,527
410,"Pasadena
234 E Colorado Blvd
Pasadena, CA 91101
(626) 204-0845",Pasadena,562,2277,3.0,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-pasadena,BJ’s Restaurant & Brewhouse,727
411,"Located in Nordstrom
(626) 821-6363",Pasadena,155,2277,4.0,https://www.yelp.com/biz/marketplace-cafe-arcadia-4,Marketplace Cafe,927
412,"Highland Park
5213 York Blvd
Los Angeles, CA 90042
(323) 254-4555",Pasadena,269,2277,4.0,https://www.yelp.com/biz/jugos-azteca-los-angeles,Jugos Azteca,137
413,"Pasadena
26 N Los Robles Ave
Pasadena, CA 91101
(626) 405-0365",Pasadena,244,2277,4.0,https://www.yelp.com/biz/rotisserie-chicken-of-california-pasadena-2,Rotisserie Chicken of California,337
414,"East Passyunk Crossing
1617 E Passyunk Ave
Philadelphia, PA 19148
(215) 271-8299",Philadelphia,261,5592,4.5,https://www.yelp.com/biz/laurel-philadelphia-2,Laurel,327
415,"Cedar Park
816 S 47th St
Philadelphia, PA 19143
(215) 729-0260",Philadelphia,268,5592,4.0,https://www.yelp.com/biz/vietnam-cafe-philadelphia,Vietnam Cafe,527
416,"Spruce Hill, University City
4420 Walnut St
Philadelphia, PA 19104
(215) 921-2135",Philadelphia,459,5592,4.0,https://www.yelp.com/biz/manakeesh-cafe-bakery-philadelphia,Manakeesh Cafe Bakery,727
417,"Northern Liberties
1033 N 2nd St
Philadelphia, PA 19102
(215) 278-8989",Philadelphia,154,5592,3.0,https://www.yelp.com/biz/wahlburgers-philadelphia,Wahlburgers,927
418,"Passyunk Square
610 Washington Ave
Philadelphia, PA 19147
(215) 599-0264",Philadelphia,432,5592,4.0,https://www.yelp.com/biz/pho-ha-philadelphia,Pho Ha,137
419,"706 E Washington St
Phoenix, AZ 85034
(602) 481-4879",Phoenix,0,2200,-1.0,https://www.yelp.com/biz/siam-cuisines-phoenix-2,Siam Cuisines,177
420,"101 N 1st Ave
Phx, AZ 85003
(714) 253-2717",Phoenix,13,2200,4.0,https://www.yelp.com/biz/mol%C3%A9-phx-2,M’Olé,377
421,"4325 E Indian School Rd
Phoenix, AZ 85018
(602) 667-6000",Phoenix,110,2200,3.5,https://www.yelp.com/biz/uberrito-phoenix-3,Uberrito,577
422,"120 E Taylor St
Phoenix, AZ 85004
(602) 254-6337",Phoenix,65,2200,3.5,https://www.yelp.com/biz/hsin-cafe-phoenix,Hsin Cafe,777
423,"1621 E Van Buren St
Phoenix, AZ 85034
(602) 254-1650",Phoenix,21,2200,3.5,https://www.yelp.com/biz/federicos-mexican-food-phoenix-9,Federico’s Mexican Food,977
424,"Carrick
2122 Brownsville Rd
Pittsburgh, PA 15210
(412) 980-4612",Pittsburgh,3,2217,5.0,https://www.yelp.com/biz/nepali-asian-restaurant-pittsburgh,Nepali Asian Restaurant,709
425,"South Side
2526 E Carson St
Pittsburgh, PA 15203
(412) 431-4090",Pittsburgh,29,2217,4.0,https://www.yelp.com/biz/excuses-bar-and-grill-pittsburgh,Excuses Bar & Grill,909
426,"Oakland
125 Oakland Ave
Pittsburgh, PA 15213
(412) 687-8000",Pittsburgh,65,2217,3.0,https://www.yelp.com/biz/szechuan-express-pittsburgh,Szechuan Express,119
427,"Oakland
326 Atwood St
Pittsburgh, PA 15213
(412) 682-1115",Pittsburgh,183,2217,4.5,https://www.yelp.com/biz/las-palmas-pittsburgh,Las Palmas,319
428,"The Hill District
Pittsburgh, PA 15219
(412) 509-7490",Pittsburgh,4,2217,5.0,https://www.yelp.com/biz/newman-and-marleys-pittsburgh,Newman & Marleys,519
429,"6058 Dougherty Rd
Dublin, CA 94568
(925) 829-6200",Pleasanton,1884,439,4.0,https://www.yelp.com/biz/denicas-real-food-kitchen-dublin,Denica’s Real Food Kitchen,272
430,"4640 Tassajara Rd
Dublin, CA 94568
(925) 875-1600",Pleasanton,452,439,3.5,https://www.yelp.com/biz/amicis-east-coast-pizzeria-dublin,Amici’s East Coast Pizzeria,33
431,"1989 Santa Rita Rd
Pleasanton, CA 94566
(925) 417-0408",Pleasanton,518,439,4.0,https://www.yelp.com/biz/fiesta-taco-pleasanton,Fiesta Taco,233
432,"Alberta Arts District, Concordia, Northeast Portland
2712 NE Alberta St
Portland, OR 97211
(503) 284-7000",Portland,87,3714,4.0,https://www.yelp.com/biz/akasaru-ramen-portland,Akasaru Ramen,626
433,"Northwest
2225 NW Wilson St
Portland, OR 97210
(503) 885-4058",Portland,18,3714,4.5,https://www.yelp.com/biz/angels-taqueria-portland,Angel’s Taqueria,826
434,"King, Northeast Portland
3901 NE Martin Luther King Jr Blvd
Portland, OR 97212
(503) 719-7344",Portland,214,3714,4.5,https://www.yelp.com/biz/cedos-falafel-and-gyros-portland,Cedo’s Falafel and Gyros,36
435,"Pearl District
1355 NW Everett St
Portland, OR 97209
(503) 894-9528",Portland,1032,3714,4.0,https://www.yelp.com/biz/tilt-portland-5,TILT,236
436,"Buckman, Central Eastside, Southeast Portland
215 SE 9th Ave
Portland, OR 97214
(503) 239-8830",Portland,727,3714,3.5,https://www.yelp.com/biz/biwa-portland-4,Biwa,436
437,"842 US Hwy 206
Hillsborough, NJ 08844
(908) 281-9696",Princeton,58,1496,3.0,https://www.yelp.com/biz/hillsborough-star-diner-hillsborough,Hillsborough Star Diner,698
438,"310 Klockner Rd
Hamilton, NJ 08619
(609) 838-7979",Princeton,41,1496,3.0,https://www.yelp.com/biz/palermos-of-hamilton-hamilton-3,Palermo’s of Hamilton,898
439,"101 Nassau Park Blvd
Princeton, NJ 08540
(609) 987-8404",Princeton,2,1496,2.0,https://www.yelp.com/biz/mcdonalds-princeton-4,McDonald’s,108
440,"311 Amwell Rd
Hillsborough, NJ 08844
(908) 281-1288",Princeton,105,1496,4.0,https://www.yelp.com/biz/the-landing-hillsborough,The Landing,308
441,"7 Vandeventer Ave
Princeton, NJ 08542",Princeton,1,1496,4.0,https://www.yelp.com/biz/the-feed-truck-caf%C3%A9-princeton-2,The Feed Truck Café,508
442,"Federal Hill
477 Broadway
Providence, RI 02909
(401) 434-4435",Providence,67,1422,3.5,https://www.yelp.com/biz/spiritos-restaurant-providence,Spirito’s Restaurant,455
443,"College Hill
250 Brook St
Providence, RI 02906
(401) 453-1111",Providence,16,1422,4.0,https://www.yelp.com/biz/piezonis-providence,Piezoni’s,655
444,"46 Putnam Pike
Johnston, RI 02919
(401) 231-8111",Providence,58,1422,3.0,https://www.yelp.com/biz/uncle-tonys-pizza-and-pasta-johnston,Uncle Tony’s Pizza and Pasta,855
445,"1850 Broad St
Cranston, RI 02905
(401) 941-3360",Providence,17,1422,4.0,https://www.yelp.com/biz/wai-wai-house-cranston,Wai Wai House,65
446,"DownCity
14 Imperial Pl
Providence, RI 02903
(401) 751-9164",Providence,325,1422,4.0,https://www.yelp.com/biz/cav-restaurant-providence,CAV Restaurant,265
447,"Located in Crabtree Valley Mall
(919) 787-7754",Raleigh,167,1291,3.5,https://www.yelp.com/biz/p-f-changs-raleigh-2,P.F. Chang’s,536
448,"2810 Hillsborough St
Raleigh, NC 27607
(919) 832-6255",Raleigh,26,1291,2.5,https://www.yelp.com/biz/checkers-pizza-and-subs-raleigh-2,Checkers Pizza & Subs,736
449,"8511 Colonnade Center Dr
Raleigh, NC 27615
(919) 861-9300",Raleigh,34,1291,3.0,https://www.yelp.com/biz/panera-bread-raleigh-6,Panera Bread,936
450,"744 E Chatham St
Cary, NC 27511
(919) 948-8475",Raleigh,39,1291,4.0,https://www.yelp.com/biz/mithai-cary,Mithai,146
451,"111 Seaboard Ave
Raleigh, NC 27604
(919) 900-8053",Raleigh,245,1291,4.0,https://www.yelp.com/biz/kimbap-raleigh,Kimbap,346
452,"Located in Issaquah Commons
(425) 427-0127",Redmond,282,2525,3.5,https://www.yelp.com/biz/wildfin-american-grill-issaquah-3,WildFin American Grill,574
453,"University District
4226 University Way NE
Seattle, WA 98105
(206) 633-7867",Redmond,404,2525,4.0,https://www.yelp.com/biz/thanh-vi-seattle-2,Thanh Vi,774
454,"Located in Soma Towers
(425) 999-3581",Redmond,120,2525,4.0,https://www.yelp.com/biz/fika-house-kaf%C3%A9-bellevue-3,Fika House Kafé,974
